id,block,total,aCount,abCount,bCount,bcCount,cCount,dCount,fCount,letter
430,"ANAT&PHY 435",479,157,56,100,38,57,31,12,B
431,"ANAT&PHY 699",64,64,0,0,0,0,0,0,A
432,"ANESTHES 699",23,23,0,0,0,0,0,0,A
433,"ANESTHES 910",0,0,0,0,0,0,0,0,N/A
434,"ANESTHES 911",0,0,0,0,0,0,0,0,N/A
435,"ANESTHES 919",39,4,0,0,0,0,0,0,A
436,"ANESTHES 920",61,29,1,0,0,0,0,0,A
437,"ANESTHES 922",10,0,0,0,0,0,0,0,N/A
438,"ANESTHES 930",578,479,26,3,0,0,0,0,A
439,"ANESTHES 940",6,0,0,0,0,0,0,0,N/A
440,"ANESTHES 950",0,0,0,0,0,0,0,0,N/A
441,"AN SCI 1",0,0,0,0,0,0,0,0,N/A
442,"AN SCI/DY SCI 101",1959,600,361,701,140,121,13,14,B
443,"AN SCI/DY SCI 102",175,149,12,9,1,3,0,0,A
444,"AN SCI 110",75,72,3,0,0,0,0,0,A
445,"AN SCI 135",116,107,3,6,0,0,0,0,A
446,"AN SCI 200",4743,1271,891,853,638,667,279,89,BC
447,"AN SCI 240",3660,2229,398,550,146,192,72,32,A
448,"AN SCI 245",119,43,33,21,11,6,0,2,B
449,"AN SCI 289",0,0,0,0,0,0,0,0,N/A
450,"AN SCI 299",13,13,0,0,0,0,0,0,A
451,"AN SCI/FOOD SCI 305",561,129,89,160,55,105,14,4,B
452,"AN SCI/DY SCI/NUTR SCI 311",1056,244,213,213,169,134,56,15,BC
453,"AN SCI 314",142,81,41,15,2,3,0,0,A
454,"AN SCI 315",1687,926,500,166,67,16,10,1,A
455,"AN SCI/DY SCI 320",410,186,64,90,31,27,8,0,B
456,"AN SCI/FOOD SCI 321",665,284,198,102,32,19,5,4,A
457,"AN SCI/BOTANY/MICROBIO 335",141,55,35,29,11,7,2,0,B
458,"AN SCI 336",68,65,2,1,0,0,0,0,A
459,"AN SCI/BSE 344",1470,597,375,240,87,40,16,26,B
460,"AN SCI/DY SCI 361",899,228,70,290,59,182,47,6,BC
461,"AN SCI/DY SCI 362",397,99,62,113,41,53,20,3,B
462,"AN SCI/DY SCI 363",461,178,31,137,26,55,24,8,B
463,"AN SCI 366",22,10,9,3,0,0,0,0,A
464,"AN SCI/DY SCI 370",318,126,99,68,18,4,0,0,A
465,"AN SCI/DY SCI 373",426,128,40,116,28,72,30,6,BC
466,"AN SCI 375",1025,715,128,99,32,26,5,6,A
467,"AN SCI 377",77,69,1,2,3,1,0,0,A
468,"AN SCI 399",2,2,0,0,0,0,0,0,A
469,"AN SCI 400",475,290,71,76,17,12,1,1,A
470,"AN SCI/DY SCI 414",359,100,58,92,56,28,19,4,B
471,"AN SCI 415",131,97,14,10,2,4,1,0,A
472,"AN SCI 420",48,20,17,5,5,0,0,0,A
473,"AN SCI 431",223,61,35,71,23,28,3,0,B
474,"AN SCI 432",108,74,23,7,1,3,0,0,A
475,"AN SCI/DY SCI 434",1112,302,347,263,145,48,2,2,B
476,"AN SCI 435",568,467,74,21,0,1,0,2,A
477,"AN SCI/DY SCI/FOOD SCI/SOIL SCI 472",104,58,16,19,2,4,1,0,A
478,"AN SCI/DY SCI/FOOD SCI/SOIL SCI 473",104,58,16,19,2,4,1,0,A
479,"AN SCI 503",841,638,133,53,12,2,1,0,A
480,"AN SCI 508",137,52,43,31,5,1,0,0,A
481,"AN SCI 511",7992,5838,1122,592,197,109,35,29,A
482,"AN SCI 512",145,95,30,17,0,1,0,0,A
483,"AN SCI/FOOD SCI 515",128,49,27,35,7,5,0,0,B
484,"AN SCI/F&W ECOL/ZOOLOGY 520",1248,297,190,379,83,158,53,26,B
485,"AN SCI/F&W ECOL/ZOOLOGY 521",830,413,120,149,36,58,19,8,B
486,"AN SCI 610",14,10,1,0,0,0,0,0,A
487,"AN SCI/AGRONOMY/GENETICS/HORT 615",21,9,6,2,0,0,0,0,A
488,"AN SCI/NUTR SCI 626",114,77,24,12,1,0,0,0,A
489,"AN SCI 681",0,0,0,0,0,0,0,0,N/A
490,"AN SCI 682",2,2,0,0,0,0,0,0,A
491,"AN SCI 691",0,0,0,0,0,0,0,0,N/A
492,"AN SCI 692",0,0,0,0,0,0,0,0,N/A
493,"AN SCI 699",171,166,0,0,1,0,0,0,A
494,"AN SCI/FOOD SCI 710",75,27,40,7,0,0,0,0,A
495,"AN SCI/FOOD SCI 711",20,11,8,1,0,0,0,0,A
496,"AN SCI 799",3,3,0,0,0,0,0,0,A
497,"AN SCI/DY SCI 824",22,10,6,4,1,0,0,0,A
498,"AN SCI/DY SCI 825",17,8,6,3,0,0,0,0,A
499,"AN SCI/GENETICS/POP HLTH 849",34,28,2,2,0,0,0,0,A
500,"AN SCI 865",20,7,9,4,0,0,0,0,A
501,"AN SCI 875",430,328,53,34,7,2,0,0,A
502,"AN SCI/DY SCI 931",51,29,15,7,0,0,0,0,A
503,"AN SCI/DY SCI/GENETICS 951",45,42,1,2,0,0,0,0,A
504,"AN SCI/OBS&GYN/ZOOLOGY 954",844,802,23,14,0,0,0,0,A
505,"AN SCI 990",27,0,0,0,0,0,0,0,N/A
506,"ANTHRO 100",7877,1538,990,1815,892,2189,219,117,BC
507,"ANTHRO 102",4068,1056,623,882,462,783,96,48,B
508,"ANTHRO 104",26213,12437,5520,4933,1523,1133,273,171,B
509,"ANTHRO 105",10375,4564,2323,1628,719,734,188,90,B
510,"ANTHRO 120",318,170,80,38,18,6,0,1,A
511,"ANTHRO/FOLKLORE/INTL ST/LINGUIS 211",215,104,40,36,11,8,1,2,A
512,"ANTHRO 212",896,498,103,173,28,33,13,9,A
513,"ANTHRO/MED HIST 231",89,63,22,2,0,0,0,0,A
514,"ANTHRO 237",69,19,28,11,4,3,1,0,B
515,"ANTHRO/AFROAMER/C&E SOC/GEOG/HISTORY/LACIS/POLI SCI/SOC/SPANISH 260",1388,616,292,229,76,65,12,22,B
516,"ANTHRO/ART HIST/DS/HISTORY/LAND ARC 264",301,105,89,39,9,9,3,2,B
517,"ANTHRO 265",401,121,110,96,42,17,6,3,B
518,"ANTHRO/AFRICAN/AFROAMER/GEOG/HISTORY/POLI SCI/SOC 277",5865,1626,1688,1319,507,283,82,81,B
519,"ANTHRO 300",1243,519,212,302,80,83,14,13,B
520,"ANTHRO/LINGUIS 301",1770,667,463,251,190,108,41,29,B
521,"ANTHRO 302",173,79,36,33,0,13,1,3,B
522,"ANTHRO 303",249,83,2,94,0,49,12,6,BC
523,"ANTHRO 304",245,101,89,25,8,5,2,2,A
524,"ANTHRO 307",16,4,5,4,2,0,0,0,B
525,"ANTHRO 310",727,341,137,109,55,35,11,7,B
526,"ANTHRO/AMER IND 314",2067,472,365,435,288,367,44,27,BC
527,"ANTHRO 321",839,225,73,195,53,137,57,53,BC
528,"ANTHRO 322",734,323,100,143,44,61,18,5,B
529,"ANTHRO 330",346,207,63,32,6,8,2,4,A
530,"ANTHRO 333",136,52,19,31,12,14,4,2,B
531,"ANTHRO 337",23,14,4,1,1,2,0,1,B
532,"ANTHRO 339",113,88,11,5,1,1,0,0,A
533,"ANTHRO 340",11,7,1,1,0,1,0,0,A
534,"ANTHRO/RELIG ST 343",277,156,54,42,7,2,1,3,A
535,"ANTHRO 345",14,5,4,3,1,1,0,0,B
536,"ANTHRO 348",13,6,3,2,2,0,0,0,A
537,"ANTHRO 350",121,65,44,5,0,1,0,0,A
538,"ANTHRO 352",39,19,14,3,2,0,0,0,A
539,"ANTHRO/AMER IND 354",241,97,41,43,24,17,3,4,B
540,"ANTHRO 357",119,101,11,3,0,0,0,0,A
541,"ANTHRO/LACIS 361",40,23,13,3,0,0,0,0,A
542,"ANTHRO/LACIS 362",16,10,4,2,0,0,0,0,A
543,"ANTHRO/LACIS 363",6,2,3,1,0,0,0,0,A
544,"ANTHRO/LACIS 364",3,2,0,1,0,0,0,0,A
545,"ANTHRO 365",154,94,31,20,3,3,1,2,A
546,"ANTHRO 370",0,0,0,0,0,0,0,0,N/A
547,"ANTHRO/LACIS 376",75,43,26,3,0,2,0,1,A
548,"ANTHRO/LACIS 377",18,10,6,0,1,1,0,0,A
549,"ANTHRO 391",178,74,30,31,12,21,1,1,B
550,"ANTHRO 405",36,28,1,4,0,0,0,1,A
551,"ANTHRO/BOTANY/ZOOLOGY 410",3025,892,446,727,310,414,132,44,B
552,"ANTHRO 411",100,68,11,8,0,2,0,0,A
553,"ANTHRO 415",0,0,0,0,0,0,0,0,N/A
554,"ANTHRO 420",32,15,9,5,0,0,0,0,A
555,"ANTHRO 424",30,18,5,1,0,0,0,0,A
556,"ANTHRO/LINGUIS 430",232,120,62,28,6,5,0,4,A
557,"ANTHRO/AMER IND/FOLKLORE 431",94,53,15,9,4,4,4,1,B
558,"ANTHRO/AMER IND/FOLKLORE/GEN&WS 437",224,146,40,12,9,4,4,6,A
559,"ANTHRO/GEN&WS 443",285,68,115,78,5,2,0,1,B
560,"ANTHRO 448",118,31,36,36,7,3,2,1,B
561,"ANTHRO 453",46,38,2,0,0,0,0,0,A
562,"ANTHRO 454",46,38,2,0,0,0,0,0,A
563,"ANTHRO 455",46,38,2,0,0,0,0,0,A
564,"ANTHRO 456",46,38,2,0,0,0,0,0,A
565,"ANTHRO 458",529,166,119,124,62,37,12,4,B
566,"ANTHRO 460",0,0,0,0,0,0,0,0,N/A
567,"ANTHRO/AMER IND/BOTANY 474",661,400,120,73,23,12,8,1,A
568,"ANTHRO 477",20,12,4,2,1,0,0,0,A
569,"ANTHRO 490",992,629,174,121,31,20,1,8,A
570,"ANTHRO/FOLKLORE 520",0,0,0,0,0,0,0,0,N/A
571,"ANTHRO 545",125,34,34,31,2,1,0,0,B
572,"ANTHRO/ED POL 570",507,315,114,51,8,4,2,1,A
573,"ANTHRO 601",8,8,0,0,0,0,0,0,A
574,"ANTHRO 603",53,53,0,0,0,0,0,0,A
575,"ANTHRO 605",27,24,3,0,0,0,0,0,A
576,"ANTHRO 606",57,36,15,4,1,0,0,0,A
577,"ANTHRO/NTP/PSYCH/ZOOLOGY 619",464,171,50,182,9,18,10,1,B
578,"ANTHRO 668",181,105,51,18,1,1,0,1,A
579,"ANTHRO 681",0,0,0,0,0,0,0,0,N/A
580,"ANTHRO 682",3,2,0,0,0,0,0,0,A
581,"ANTHRO 690",266,195,39,12,2,6,0,1,A
582,"ANTHRO 691",0,0,0,0,0,0,0,0,N/A
583,"ANTHRO 692",1,1,0,0,0,0,0,0,A
584,"ANTHRO 696",118,111,4,2,0,0,0,1,A
585,"ANTHRO 698",0,0,0,0,0,0,0,0,N/A
586,"ANTHRO 699",11,8,3,0,0,0,0,0,A
587,"ANTHRO/ART HIST/DS/HISTORY/LAND ARC 764",16,14,0,0,0,0,0,0,A
588,"ANTHRO 860",114,66,32,5,2,1,0,0,A
589,"ANTHRO 900",91,77,9,0,0,0,0,0,A
590,"ANTHRO/PSYCH 906",20,18,2,0,0,0,0,0,A
591,"ANTHRO 909",185,159,19,4,1,0,0,0,A
592,"ANTHRO 917",47,38,6,0,0,0,0,0,A
593,"ANTHRO 919",52,18,28,4,0,0,0,0,A
594,"ANTHRO/GEN&WS 920",15,15,0,0,0,0,0,0,A
595,"ANTHRO/C&E SOC/ECON/SOC 925",86,43,10,0,0,0,0,0,A
596,"ANTHRO 940",167,132,20,3,0,0,0,0,A
597,"ANTHRO 942",213,150,41,18,1,2,0,0,A
598,"ANTHRO/ED POL 970",94,71,17,1,0,0,0,1,A
599,"ANTHRO/A A E/C&E SOC/GEOG/HISTORY/LACIS/POLI SCI/PORTUG/SOC/SPANISH 982",151,106,35,5,0,0,0,0,A
600,"ANTHRO/AFRICAN/ECON/GEOG/HISTORY/POLI SCI 983",15,6,6,1,0,0,0,0,A
601,"ANTHRO 990",168,0,0,0,0,0,0,0,N/A
602,"ANTHRO 999",14,10,0,0,0,0,0,0,A
603,"ABT 700",92,68,16,5,0,1,0,1,A
604,"ABT 705",75,54,16,5,0,0,0,0,A
605,"ABT 710",50,47,2,1,0,0,0,0,A
606,"ABT 715",36,25,8,0,1,0,0,1,A
607,"ABT 720",56,35,14,3,3,0,0,1,A
608,"ABT 725",42,30,8,1,1,2,0,0,A
609,"ABT 730",0,0,0,0,0,0,0,0,N/A
610,"ABT 735",16,4,9,3,0,0,0,0,A
611,"ABT 740",13,11,2,0,0,0,0,0,A
612,"ABT 745",3,2,0,0,0,1,0,0,B
613,"ABT 750",23,21,2,0,0,0,0,0,A
614,"ABT 755",7,3,3,1,0,0,0,0,A
615,"ABT 760",12,12,0,0,0,0,0,0,A
616,"ABT 765",24,20,2,1,1,0,0,0,A
617,"ABT 770",21,14,5,1,0,1,0,0,A
618,"ABT 775",4,3,0,1,0,0,0,0,A
619,"ABT 780",1,1,0,0,0,0,0,0,A
620,"ABT 785",0,0,0,0,0,0,0,0,N/A
621,"ABT 789",14,13,1,0,0,0,0,0,A
622,"ABT 790",20,13,7,0,0,0,0,0,A
623,"ART 100",19960,5797,8080,4011,1217,508,137,136,B
624,"ART 102",2515,1651,478,191,60,60,13,36,A
625,"ART 104",2045,1218,522,161,65,30,14,21,A
626,"ART 107",239,112,83,23,12,6,0,2,A
627,"ART 108",2573,1275,555,383,179,75,44,21,B
628,"ART 112",35,31,3,0,0,0,0,0,A
629,"ART 176",841,696,90,30,7,7,3,3,A
630,"ART 208",1767,909,391,235,102,58,23,28,B
631,"ART 212",1955,1350,368,119,41,32,12,19,A
632,"ART 214",495,317,112,37,15,8,2,0,A
633,"ART 222",1118,733,253,87,20,9,2,5,A
634,"ART 224",1234,982,119,73,18,10,2,6,A
635,"ART/DS 226",60,37,15,5,2,1,0,0,A
636,"ART/DS 229",223,149,47,20,1,0,1,0,A
637,"ART 232",602,344,147,83,16,7,2,1,A
638,"ART 236",15,5,1,3,1,3,1,0,B
639,"ART 242",306,240,32,22,0,4,0,0,A
640,"ART 244",609,399,106,48,17,8,1,11,A
641,"ART 302",619,417,144,33,9,4,0,3,A
642,"ART 306",375,274,71,18,2,4,0,2,A
643,"ART 307",149,44,32,25,9,6,3,3,B
644,"ART 309",34,29,2,1,1,0,0,0,A
645,"ART 312",0,0,0,0,0,0,0,0,N/A
646,"ART 314",30,26,2,0,0,2,0,0,A
647,"ART 316",224,137,43,27,6,6,0,0,A
648,"ART 318",151,116,25,4,2,1,0,0,A
649,"ART 322",129,8,26,33,20,14,1,0,BC
650,"ART 324",146,126,13,5,1,0,0,1,A
651,"ART 326",232,167,42,15,2,3,1,1,A
652,"ART 332",102,46,19,14,0,5,0,2,A
653,"ART 333",14,14,0,0,0,0,0,0,A
654,"ART 334",331,247,45,17,4,8,3,3,A
655,"ART 336",389,271,85,14,6,5,3,3,A
656,"ART 338",328,276,38,6,1,0,1,1,A
657,"ART/DANCE 341",139,97,12,20,3,2,1,3,A
658,"ART 342",2,2,0,0,0,0,0,0,A
659,"ART 343",10,5,1,3,1,0,0,0,A
660,"ART 346",240,77,77,19,9,1,1,1,A
661,"ART 348",158,152,0,5,0,0,0,0,A
662,"ART 354",292,100,121,53,10,2,2,2,B
663,"ART 356",213,166,28,12,3,2,2,0,A
664,"ART/THEATRE 366",354,232,67,25,11,9,0,5,A
665,"ART/THEATRE 372",345,221,71,36,4,4,2,0,A
666,"ART 376",764,437,215,70,18,9,3,4,A
667,"ART 393",115,108,1,2,1,0,0,0,A
668,"ART 409",42,33,5,2,0,0,0,1,A
669,"ART 414",135,80,35,9,0,1,1,0,A
670,"ART 428",397,330,33,16,4,7,2,3,A
671,"ART 429",293,206,43,20,6,7,3,3,A
672,"ART 438",391,169,52,111,18,29,3,2,B
673,"ART/DANCE 441",6,3,3,0,0,0,0,0,A
674,"ART 442",191,160,17,6,4,2,0,1,A
675,"ART 443",11,5,3,1,0,0,0,0,A
676,"ART 446",191,160,17,6,4,2,0,1,A
677,"ART 448",1812,1529,129,83,17,23,3,8,A
678,"ART 452",91,53,22,12,1,1,1,0,A
679,"ART 454",150,64,54,21,4,4,0,2,A
680,"ART 456",8,5,3,0,0,0,0,0,A
681,"ART 458",170,37,69,42,7,5,1,6,B
682,"ART 463",70,23,12,28,3,4,0,0,B
683,"ART 465",74,14,17,36,3,3,0,0,B
684,"ART 466",110,96,8,4,0,0,1,0,A
685,"ART 467",116,53,30,27,1,2,0,0,A
686,"ART 469",353,256,50,19,8,3,3,1,A
687,"ART 470",1010,398,378,144,36,11,3,9,A
688,"ART 476",322,203,77,24,6,6,1,2,A
689,"ART 506",55,40,11,2,0,0,0,0,A
690,"ART 507",43,37,3,1,1,0,1,0,A
691,"ART 508",3961,3107,217,224,42,49,13,33,A
692,"ART 511",23,22,0,0,0,0,0,0,A
693,"ART 512",55,45,7,3,0,0,0,0,A
694,"ART 514",9,8,1,0,0,0,0,0,A
695,"ART 516",76,61,7,3,0,0,0,0,A
696,"ART 518",67,49,12,5,1,0,0,0,A
697,"ART 521",32,21,9,1,1,0,0,0,A
698,"ART 522",29,20,3,5,0,0,0,0,A
699,"ART 524",34,27,1,3,0,1,1,0,A
700,"ART 525",14,11,0,2,0,0,0,1,A
701,"ART 526",76,60,7,5,2,1,0,0,A
702,"ART 528",25,20,2,2,1,0,0,0,A
703,"ART 529",112,73,16,9,2,3,1,4,A
704,"ART 531",20,18,0,2,0,0,0,0,A
705,"ART 532",2,1,0,0,0,0,0,0,A
706,"ART 534",219,162,31,9,4,3,0,1,A
707,"ART 536",120,107,13,0,0,0,0,0,A
708,"ART 542",0,0,0,0,0,0,0,0,N/A
709,"ART 544",68,45,13,3,2,0,0,1,A
710,"ART 546",279,98,56,88,16,11,5,3,B
711,"ART 548",187,149,19,12,0,3,0,2,A
712,"ART 552",1217,208,370,345,143,61,17,15,B
713,"ART 554",270,105,93,52,9,5,3,0,A
714,"ART 556",94,46,22,12,5,5,0,0,A
715,"ART 558",23,9,7,6,1,0,0,0,A
716,"ART 560",67,23,14,13,9,6,1,0,B
717,"ART 563",22,14,6,2,0,0,0,0,A
718,"ART 564",301,105,89,39,9,9,3,2,B
719,"ART 565",51,25,5,10,1,4,0,0,A
720,"ART 568",16,15,0,0,0,0,0,0,A
721,"ART 570",0,0,0,0,0,0,0,0,N/A
722,"ART/THEATRE 572",14,4,8,2,0,0,0,0,A
723,"ART 575",45,21,12,8,0,1,0,0,A
724,"ART 576",24,11,5,1,1,2,2,0,B
725,"ART 608",170,170,0,0,0,0,0,0,A
726,"ART 612",4,3,1,0,0,0,0,0,A
727,"ART 614",9,0,0,0,0,0,0,0,N/A
728,"ART 622",705,511,149,36,6,3,0,0,A
729,"ART 624",20,19,0,0,0,0,1,0,A
730,"ART 629",17,14,2,0,0,0,1,0,A
731,"ART 632",0,0,0,0,0,0,0,0,N/A
732,"ART 636",2,2,0,0,0,0,0,0,A
733,"ART 642",0,0,0,0,0,0,0,0,N/A
734,"ART 644",1,1,0,0,0,0,0,0,A
735,"ART 656",76,47,16,10,2,1,0,0,A
736,"ART 663",27,15,5,2,3,0,1,1,B
737,"ART 699",254,250,3,0,0,1,0,0,A
738,"ART 700",0,0,0,0,0,0,0,0,N/A
739,"ART 722",0,0,0,0,0,0,0,0,N/A
740,"ART 726",14,12,1,1,0,0,0,0,A
741,"ART 736",0,0,0,0,0,0,0,0,N/A
742,"ART 740",62,13,17,8,4,1,1,1,B
743,"ART 908",684,610,52,16,1,1,0,1,A
744,"ART 912",0,0,0,0,0,0,0,0,N/A
745,"ART 914",55,51,2,1,0,0,0,0,A
746,"ART 922",217,201,10,6,0,0,0,0,A
747,"ART 924",33,32,0,1,0,0,0,0,A
748,"ART 944",95,71,16,7,0,1,0,0,A
749,"ART 996",270,258,8,1,0,0,0,0,A
750,"ART 999",4483,4326,97,25,1,4,0,1,A
751,"ART ED 321",13,6,2,3,2,0,0,0,B
752,"ART ED 323",179,121,35,17,4,1,0,0,A
753,"ART ED 324",178,128,24,16,7,0,0,0,A
754,"ART ED 327",19,13,5,1,0,0,0,0,A
755,"ART ED 423",123,112,7,3,1,0,0,0,A
756,"ART ED 424",122,108,7,5,0,0,0,0,A
757,"ART ED 425",11,8,1,1,1,0,0,0,A
758,"ART ED/CURRIC 493",155,141,7,2,3,0,0,0,A
759,"ART ED 699",1,1,0,0,0,0,0,0,A
760,"ART ED 999",0,0,0,0,0,0,0,0,N/A
761,"ART HIST 102",1055,506,225,115,36,13,4,6,A
762,"ART HIST 103",1055,506,225,115,36,13,4,6,A
763,"ART HIST 104",736,439,134,41,17,11,7,14,A
764,"ART HIST 105",78,63,6,5,1,2,0,1,A
765,"ART HIST 106",96,37,6,1,1,0,0,2,A
766,"ART HIST 107",239,112,83,23,12,6,0,2,A
767,"ART HIST 130",433,340,45,18,7,5,2,1,A
768,"ART HIST 201",2611,662,473,555,253,220,66,68,B
769,"ART HIST 202",4330,1509,1110,600,272,115,55,55,B
770,"ART HIST 203",158,38,27,26,12,5,2,0,B
771,"ART HIST 205",269,109,51,20,3,0,0,1,A
772,"ART HIST 206",719,199,132,97,85,31,46,29,B
773,"ART HIST 210",397,79,72,29,7,1,6,3,B
774,"ART HIST 227",252,74,31,20,5,4,0,1,A
775,"ART HIST/AFROAMER 241",877,395,234,98,26,16,7,2,A
776,"ART HIST/AFROAMER 242",1356,674,314,195,50,39,16,5,A
777,"ART HIST/ANTHRO/DS/HISTORY/LAND ARC 264",301,105,89,39,9,9,3,2,B
778,"ART HIST/CLASSICS 300",1109,387,192,207,68,71,34,26,B
779,"ART HIST 301",137,44,14,25,9,6,2,2,B
780,"ART HIST 302",127,46,14,19,4,4,0,4,B
781,"ART HIST 303",216,98,29,17,12,6,2,4,A
782,"ART HIST/CLASSICS 304",965,324,191,222,78,40,15,17,B
783,"ART HIST 305",229,53,52,18,17,6,2,2,B
784,"ART HIST 307",149,44,32,25,9,6,3,3,B
785,"ART HIST 308",364,113,83,66,27,15,9,2,B
786,"ART HIST 310",105,16,12,20,6,2,0,2,B
787,"ART HIST 318",112,10,16,12,9,1,1,0,B
788,"ART HIST 320",123,13,19,15,15,12,2,2,BC
789,"ART HIST 323",196,24,33,30,24,12,3,1,B
790,"ART HIST 331",175,62,29,28,4,8,1,1,B
791,"ART HIST 335",64,22,13,10,0,4,0,2,B
792,"ART HIST 336",276,68,70,76,26,20,6,2,B
793,"ART HIST 337",44,5,2,17,10,4,1,1,BC
794,"ART HIST 338",107,35,18,17,9,8,3,6,B
795,"ART HIST 341",137,15,32,23,28,9,1,1,B
796,"ART HIST 346",240,77,77,19,9,1,1,1,A
797,"ART HIST 350",309,76,66,24,13,5,6,2,B
798,"ART HIST 354",224,101,63,24,11,4,4,2,A
799,"ART HIST 355",443,166,100,37,12,6,3,4,A
800,"ART HIST 357",527,92,130,152,72,45,8,7,B
801,"ART HIST 360",141,55,8,5,3,1,1,0,A
802,"ART HIST/DS 363",276,68,70,76,26,20,6,2,B
803,"ART HIST 364",373,147,81,35,13,4,4,3,A
804,"ART HIST 365",266,72,54,30,9,1,0,2,A
805,"ART HIST 372",391,127,103,87,17,4,0,4,B
806,"ART HIST/RELIG ST 373",47,18,7,0,1,0,0,0,A
807,"ART HIST 375",27,16,6,3,0,0,0,0,A
808,"ART HIST/ASIAN 379",447,40,107,160,57,14,4,5,B
809,"ART HIST 403",79,38,13,8,1,2,4,0,A
810,"ART HIST 405",165,55,28,21,7,4,0,4,B
811,"ART HIST 407",304,112,98,23,13,2,1,4,A
812,"ART HIST 408",134,66,23,9,1,3,1,1,A
813,"ART HIST 409",40,26,7,1,0,0,0,1,A
814,"ART HIST 411",296,102,75,50,23,6,1,1,B
815,"ART HIST 412",9,8,1,0,0,0,0,0,A
816,"ART HIST 413",55,26,8,3,2,1,0,0,A
817,"ART HIST/MEDIEVAL 415",122,27,23,19,11,2,1,0,B
818,"ART HIST 420",105,25,23,21,10,5,0,2,B
819,"ART HIST 425",31,7,6,8,4,0,0,0,B
820,"ART HIST/ASIAN 428",267,28,64,110,32,9,6,3,B
821,"ART HIST 430",337,191,54,31,2,1,2,1,A
822,"ART HIST 431",124,82,20,8,1,3,1,1,A
823,"ART HIST 435",88,32,20,14,1,0,0,0,A
824,"ART HIST 436",53,23,16,8,1,0,2,1,B
825,"ART HIST 437",18,9,3,5,0,0,1,0,B
826,"ART HIST 438",391,169,52,111,18,29,3,2,B
827,"ART HIST 440",62,13,17,8,4,1,1,1,B
828,"ART HIST 454",68,14,16,13,1,4,0,1,B
829,"ART HIST 457",177,67,60,17,2,1,0,2,A
830,"ART HIST 468",97,36,19,5,1,3,1,0,A
831,"ART HIST 469",353,256,50,19,8,3,3,1,A
832,"ART HIST 475",88,32,20,14,1,0,0,0,A
833,"ART HIST/RELIG ST 478",61,26,18,9,0,1,0,1,A
834,"ART HIST 479",33,6,12,7,2,0,0,0,B
835,"ART HIST 500",128,94,17,3,2,2,0,0,A
836,"ART HIST 505",30,20,5,3,1,0,0,1,A
837,"ART HIST 506",55,40,11,2,0,0,0,0,A
838,"ART HIST 510",8,6,2,0,0,0,0,0,A
839,"ART HIST 515",29,12,9,4,2,0,0,0,A
840,"ART HIST 525",52,15,10,19,1,3,0,0,B
841,"ART HIST 535",10,6,2,2,0,0,0,0,A
842,"ART HIST 555",72,31,23,7,4,2,1,1,B
843,"ART HIST 556",94,46,22,12,5,5,0,0,A
844,"ART HIST 563",150,73,43,21,5,3,1,0,A
845,"ART HIST 567",13,9,1,2,0,0,0,0,A
846,"ART HIST 575",45,21,12,8,0,1,0,0,A
847,"ART HIST 576",24,11,5,1,1,2,2,0,B
848,"ART HIST 579",27,8,15,0,1,0,0,0,A
849,"ART HIST 600",168,82,35,17,2,2,0,1,A
850,"ART HIST 601",89,81,1,3,0,0,0,1,A
851,"ART HIST 602",39,32,4,1,1,0,0,0,A
852,"ART HIST 603",42,22,14,5,0,0,0,0,A
853,"ART HIST/ASIAN 621",39,16,13,2,0,1,1,1,B
854,"ART HIST/HISTORY/JOURN/L I S 650",121,103,8,2,0,0,0,0,A
855,"ART HIST 681",0,0,0,0,0,0,0,0,N/A
856,"ART HIST 682",1,1,0,0,0,0,0,0,A
857,"ART HIST 691",0,0,0,0,0,0,0,0,N/A
858,"ART HIST 692",0,0,0,0,0,0,0,0,N/A
859,"ART HIST 697",0,0,0,0,0,0,0,0,N/A
860,"ART HIST 698",0,0,0,0,0,0,0,0,N/A
861,"ART HIST 699",1,1,0,0,0,0,0,0,A
862,"ART HIST/CLASSICS 700",0,0,0,0,0,0,0,0,N/A
863,"ART HIST 701",115,84,25,4,0,0,0,0,A
864,"ART HIST 703",6,6,0,0,0,0,0,0,A
865,"ART HIST/CLASSICS 704",0,0,0,0,0,0,0,0,N/A
866,"ART HIST 706",0,0,0,0,0,0,0,0,N/A
867,"ART HIST 707",5,4,0,0,0,0,0,0,A
868,"ART HIST 712",9,8,1,0,0,0,0,0,A
869,"ART HIST 715",23,12,4,1,0,0,0,0,A
870,"ART HIST 731",0,0,0,0,0,0,0,0,N/A
871,"ART HIST 749",12,11,0,0,0,0,0,0,A
872,"ART HIST/ANTHRO/DS/HISTORY/LAND ARC 764",16,14,0,0,0,0,0,0,A
873,"ART HIST 775",6,5,0,0,0,0,0,0,A
874,"ART HIST 776",4,1,1,0,0,0,0,0,A
875,"ART HIST 779",0,0,0,0,0,0,0,0,N/A
876,"ART HIST 797",0,0,0,0,0,0,0,0,N/A
877,"ART HIST 799",82,75,0,0,0,0,0,0,A
878,"ART HIST 800",200,146,28,6,1,0,0,0,A
879,"ART HIST/AFROAMER 801",160,133,9,1,0,0,0,0,A
880,"ART HIST/AFROAMER 802",98,80,8,0,0,0,0,0,A
881,"ART HIST 805",12,8,0,1,0,0,0,0,A
882,"ART HIST 810",0,0,0,0,0,0,0,0,N/A
883,"ART HIST 815",90,64,9,4,2,0,0,0,A
