block,total,aCount,abCount,bCount,bcCount,cCount,dCount,fCount,letter
DY SCI 233,208,123,44,34,3,4,0,0,A
DY SCI 234,152,111,30,7,1,2,0,1,A
DY SCI 289,215,213,2,0,0,0,0,0,A
DY SCI 299,215,213,2,0,0,0,0,0,A
DY SCI/AN SCI/NUTR SCI 311,1056,244,213,213,169,134,56,15,BC
DY SCI/AN SCI 320,410,186,64,90,31,27,8,0,B
DY SCI/AN SCI 361,899,228,70,290,59,182,47,6,BC
DY SCI/AN SCI 362,397,99,62,113,41,53,20,3,B
DY SCI/AN SCI 363,461,178,31,137,26,55,24,8,B
DY SCI/AN SCI 370,318,126,99,68,18,4,0,0,A
DY SCI/AGROECOL/AGRONOMY 371,8,8,0,0,0,0,0,0,A
DY SCI/AN SCI 373,426,128,40,116,28,72,30,6,BC
DY SCI 375,547,473,36,21,10,5,1,0,A
DY SCI 378,59,25,10,16,3,3,1,0,B
DY SCI 399,123,121,1,0,0,0,0,0,A
DY SCI 400,2356,619,665,611,284,159,13,0,B
DY SCI/AN SCI 414,359,100,58,92,56,28,19,4,B
DY SCI/AN SCI 434,1112,302,347,263,145,48,2,2,B
DY SCI/AGRONOMY 471,99,78,10,8,1,1,0,0,A
DY SCI/AN SCI/FOOD SCI/SOIL SCI 472,104,58,16,19,2,4,1,0,A
DY SCI/AN SCI/FOOD SCI/SOIL SCI 473,104,58,16,19,2,4,1,0,A
DY SCI 534,47,33,7,6,1,0,0,0,A
DY SCI 535,328,302,12,11,0,0,0,0,A
DY SCI 681,0,0,0,0,0,0,0,0,
DY SCI 682,0,0,0,0,0,0,0,0,
DY SCI 699,68,67,1,0,0,0,0,0,A
DY SCI 799,6,5,0,0,0,0,0,0,A
DY SCI/AN SCI 824,22,10,6,4,1,0,0,0,A
DY SCI/AN SCI 825,17,8,6,3,0,0,0,0,A
DY SCI 875,430,328,53,34,7,2,0,0,A
DY SCI 900,632,610,5,11,0,0,0,0,A
DY SCI/AN SCI 931,51,29,15,7,0,0,0,0,A
DY SCI/AN SCI/GENETICS 951,45,42,1,2,0,0,0,0,A
DY SCI 990,84,0,0,0,0,0,0,0,
DANCE 100,229,186,20,2,1,3,3,6,A
DANCE 101,399,352,19,20,1,1,1,1,A
DANCE 102,229,186,20,2,1,3,3,6,A
DANCE 103,101,87,6,5,0,0,0,0,A
DANCE 105,151,136,10,4,0,0,0,0,A
DANCE 106,77,68,6,3,0,0,0,0,A
DANCE 107,65,57,5,1,0,0,0,1,A
DANCE 108,29,27,0,1,0,1,0,0,A
DANCE 110,729,626,62,22,3,4,0,0,A
DANCE 111,695,501,127,34,14,4,1,3,A
DANCE 112,515,382,84,22,7,8,1,0,A
DANCE 115,114,112,1,0,0,1,0,0,A
DANCE 116,22,21,0,0,0,0,0,0,A
DANCE 118,1265,1148,42,36,12,6,2,2,A
DANCE/ASIAN AM 121,502,337,91,41,15,10,0,1,A
DANCE 125,378,241,74,36,8,5,0,0,A
DANCE 126,387,209,105,45,4,11,0,4,A
DANCE 131,231,177,29,12,0,5,0,1,A
DANCE 132,72,59,5,1,1,2,0,0,A
DANCE 133,217,183,6,5,2,2,0,5,A
DANCE 135,2399,1749,335,139,52,32,20,18,A
DANCE 136,146,115,18,6,0,0,0,1,A
DANCE 140,119,119,0,0,0,0,0,0,A
DANCE 156,276,226,33,8,2,1,0,1,A
DANCE 157,229,198,15,4,2,1,1,2,A
DANCE 159,97,72,19,3,1,0,2,0,A
DANCE 162,181,152,17,8,2,0,1,0,A
DANCE 165,510,317,100,59,14,10,5,0,A
DANCE 168,1252,923,156,86,22,30,7,13,A
DANCE 200,310,247,28,22,3,4,3,1,A
DANCE 205,93,44,26,19,1,3,0,0,A
DANCE 211,536,323,147,44,7,4,0,1,A
DANCE 212,412,272,96,25,6,2,2,1,A
DANCE 213,39,28,6,4,1,0,0,0,A
DANCE/THEATRE 218,12,12,0,0,0,0,0,0,A
DANCE 225,404,236,85,38,14,9,0,2,A
DANCE 226,302,178,69,26,5,8,1,0,A
DANCE 231,227,199,7,3,2,0,0,5,A
DANCE 232,114,96,7,5,0,3,0,0,A
DANCE 233,114,96,7,5,0,3,0,0,A
DANCE 235,151,105,25,9,4,2,1,1,A
DANCE 236,42,30,7,2,0,0,0,0,A
DANCE 237,151,105,25,9,4,2,1,1,A
DANCE 240,28,28,0,0,0,0,0,0,A
DANCE 241,139,108,19,9,2,0,0,0,A
DANCE 255,253,190,38,10,2,3,2,0,A
DANCE/THEATRE 259,215,188,13,5,1,1,1,0,A
DANCE 265,339,268,27,20,8,8,1,1,A
DANCE 268,1248,789,181,136,46,44,8,16,A
DANCE 311,302,227,58,11,1,1,0,1,A
DANCE 312,234,164,47,12,3,3,0,1,A
DANCE/AFROAMER/MUSIC 318,260,226,7,6,1,1,0,4,A
DANCE/AFROAMER/ASIAN AM/FOLKLORE 319,46,36,6,0,1,2,0,0,A
DANCE/FOLKLORE/THEATRE 321,15,14,1,0,0,0,0,0,A
DANCE 325,189,112,48,14,3,3,3,1,A
DANCE 326,94,60,21,7,2,0,0,0,A
DANCE 330,45,29,13,2,1,0,0,0,A
DANCE 331,77,61,3,3,1,1,0,1,A
DANCE 337,77,61,3,3,1,1,0,1,A
DANCE/ART 341,139,97,12,20,3,2,1,3,A
DANCE 345,10,10,0,0,0,0,0,0,A
DANCE 355,155,125,21,8,0,0,0,0,A
DANCE 365,157,115,18,11,5,0,1,0,A
DANCE 368,1252,923,156,86,22,30,7,13,A
DANCE 374,22,15,5,0,1,0,0,0,A
DANCE 375,37,36,1,0,0,0,0,0,A
DANCE 376,42,40,1,0,0,0,0,0,A
DANCE 399,92,74,12,0,1,0,0,2,A
DANCE/FOLKLORE/THEATRE 421,10,6,2,1,0,0,0,1,B
DANCE 431,43,40,0,1,0,1,0,0,A
DANCE/ART 441,6,3,3,0,0,0,0,0,A
DANCE 451,498,492,2,1,0,1,0,0,A
DANCE 452,142,142,0,0,0,0,0,0,A
DANCE 455,42,35,5,2,0,0,0,0,A
DANCE 462,103,87,7,4,1,2,0,1,A
DANCE 463,77,71,4,1,0,0,0,0,A
DANCE 469,353,256,50,19,8,3,3,1,A
DANCE 476,28,26,2,0,0,0,0,0,A
DANCE 560,704,559,70,40,3,4,1,3,A
DANCE 675,37,36,1,0,0,0,0,0,A
DANCE 699,11,11,0,0,0,0,0,0,A
DANCE 999,11,11,0,0,0,0,0,0,A
DERM 601,30,28,2,0,0,0,0,0,A
DERM 904,14,0,0,0,0,0,0,0,
DERM 910,0,0,0,0,0,0,0,0,
DERM 919,11,0,0,0,0,0,0,0,
DERM 953,23,0,0,0,0,0,0,0,
DERM 954,0,0,0,0,0,0,0,0,
DERM 955,23,0,0,0,0,0,0,0,
DS 101,313,237,46,18,4,1,4,0,A
DS 120,2731,900,766,666,180,121,35,34,B
DS 123,421,220,137,39,5,7,2,3,A
DS 130,286,183,65,22,6,3,2,0,A
DS 140,148,44,54,24,11,5,2,6,B
DS 150,57,27,13,6,5,3,2,1,B
DS 153,626,282,155,138,24,11,2,3,A
DS 154,363,178,94,68,9,8,3,1,A
DS 210,325,150,82,57,10,13,3,4,B
DS 215,59,24,24,7,0,3,0,0,A
DS 220,600,288,201,74,19,8,1,4,A
DS 221,1727,575,344,410,181,116,71,18,B
DS 222,540,309,158,61,2,2,0,0,A
DS 223,534,207,183,109,24,9,0,0,A
DS 224,260,203,45,10,1,0,0,0,A
DS 225,229,132,59,28,3,2,2,0,A
DS/ART 226,60,37,15,5,2,1,0,0,A
DS 227,171,89,58,16,1,4,1,1,A
DS 228,193,146,24,11,2,3,1,0,A
DS/ART 229,223,149,47,20,1,0,1,0,A
DS/GEN BUS 240,425,131,109,99,42,31,7,4,B
DS 241,257,187,40,18,7,0,0,2,A
DS 242,228,170,39,11,2,2,0,2,A
DS 251,739,148,176,191,137,57,10,4,B
DS 252,798,622,82,38,31,13,8,4,A
DS 253,289,102,80,81,6,9,3,2,B
DS/ANTHRO/ART HIST/HISTORY/LAND ARC 264,301,105,89,39,9,9,3,2,B
DS 270,104,86,4,6,3,2,0,1,A
DS 299,0,0,0,0,0,0,0,0,
DS 319,114,64,31,13,2,2,0,0,A
DS 321,61,57,3,1,0,0,0,0,A
DS 322,508,242,160,83,8,10,1,0,A
DS 327,203,120,56,18,2,1,0,2,A
DS 341,361,314,35,6,4,2,0,0,A
DS 355,481,263,83,70,15,25,3,3,A
DS 361,899,228,70,290,59,182,47,6,BC
DS/ART HIST 363,276,68,70,76,26,20,6,2,B
DS 401,6,3,3,0,0,0,0,0,A
DS 402,1062,704,279,70,6,1,0,0,A
DS 403,260,71,85,44,33,18,6,2,B
DS 404,2045,1218,522,161,65,30,14,21,A
DS 405,40,25,9,5,1,0,0,0,A
DS 406,23,11,6,2,0,1,0,1,B
DS 407,22,19,2,1,0,0,0,0,A
DS 421,445,257,68,66,20,12,6,7,A
DS 422,321,217,55,21,7,3,1,1,A
DS 427,22,19,2,1,0,0,0,0,A
DS 428,24,14,5,3,1,0,0,0,A
DS 429,68,57,8,0,0,1,0,1,A
DS 430,373,213,64,39,14,16,5,1,A
DS 451,633,236,197,104,51,22,8,4,B
DS 501,7992,5838,1122,592,197,109,35,29,A
DS/COMP SCI/I SY E 518,79,59,8,4,2,4,1,0,A
DS 519,33,21,6,4,0,1,0,0,A
DS 521,61,57,3,1,0,0,0,0,A
DS 527,62,44,13,1,2,1,0,0,A
DS 528,111,91,7,6,1,3,2,1,A
DS 529,55,48,5,2,0,0,0,0,A
DS 549,96,28,18,24,4,10,1,0,B
DS 561,406,141,141,74,36,12,1,0,B
DS 570,28,23,2,3,0,0,0,0,A
DS/COMP SCI 579,386,280,52,38,4,6,2,2,A
DS 601,763,632,72,25,11,12,4,1,A
DS 620,8,8,0,0,0,0,0,0,A
DS 622,515,239,209,44,9,4,1,3,A
DS 623,421,220,137,39,5,7,2,3,A
DS 624,426,238,137,46,1,1,0,1,A
DS 626,107,77,15,14,0,1,0,0,A
DS/LAND ARC 639,84,61,13,5,1,1,1,0,A
DS 641,24,21,3,0,0,0,0,0,A
DS 642,25,14,8,0,0,0,0,0,A
DS 679,0,0,0,0,0,0,0,0,
DS 680,83,75,5,2,0,1,0,0,A
DS 690,43,35,1,4,0,2,0,1,A
DS 699,176,144,17,2,0,0,0,0,A
DS/ANTHRO/ART HIST/HISTORY/LAND ARC 764,16,14,0,0,0,0,0,0,A
DS 920,95,78,7,6,2,0,0,1,A
DS/F&W ECOL/URB R PL 955,19,16,2,1,0,0,0,0,A
DS 990,4,0,0,0,0,0,0,0,
DS 999,30,21,2,0,0,0,0,0,A
ECON 100,750,265,210,120,74,52,13,7,B
ECON 101,46137,9466,10737,10895,7364,5258,1384,463,B
ECON 102,23412,4303,5193,5646,4168,2970,689,169,BC
ECON 109,46137,9466,10737,10895,7364,5258,1384,463,B
ECON 111,731,265,170,150,78,42,11,2,B
ECON 205,96,26,28,17,10,7,4,3,B
ECON 228,7,0,0,0,0,0,0,0,
ECON 299,0,0,0,0,0,0,0,0,
ECON/FINANCE 300,14983,3116,2481,4131,2197,2303,303,190,BC
ECON 301,10878,2365,2238,2463,1836,1242,476,138,BC
ECON 302,10381,2277,2602,2540,1393,1027,306,118,B
ECON/HIST SCI 305,277,68,49,87,28,18,2,0,B
ECON/A A E/REAL EST/URB R PL 306,8903,2832,1786,2288,937,743,176,38,B
ECON 309,1552,515,353,362,162,92,22,10,B
ECON 310,7239,1572,1441,1724,1197,931,163,100,B
ECON 311,501,244,127,86,20,14,1,1,A
ECON 312,371,171,108,63,16,6,0,3,A
ECON 315,127,63,27,27,4,3,2,1,A
ECON/FINANCE 320,5945,1689,1466,1736,647,267,59,11,B
ECON 321,10878,2365,2238,2463,1836,1242,476,138,BC
ECON 330,5064,721,939,1069,1250,746,245,28,BC
ECON/A A E/ENVIR ST 343,2930,689,509,736,366,397,117,66,BC
ECON 355,23,11,4,4,3,0,0,0,A
ECON 370,187,66,43,24,27,9,5,4,B
ECON/A A E 371,182,54,51,53,17,4,1,1,B
ECON 390,1552,515,353,362,162,92,22,10,B
ECON 400,973,229,207,186,179,123,18,6,B
ECON 409,973,229,207,186,179,123,18,6,B
ECON 410,3269,744,697,724,573,323,96,56,B
ECON/REAL EST/URB R PL 420,2937,935,918,668,246,99,24,14,B
ECON/A A E 421,637,144,133,127,81,77,44,16,BC
ECON 435,371,128,69,117,28,11,5,6,B
ECON 441,1323,347,329,300,179,113,26,13,B
ECON 442,250,92,49,79,19,7,1,1,B
ECON 448,494,84,66,189,76,55,13,5,BC
ECON 450,2133,339,507,592,367,236,58,23,BC
ECON 451,174,31,31,61,30,19,1,0,B
ECON 455,1433,532,299,365,108,80,30,4,B
ECON 458,974,558,243,132,14,12,0,0,A
ECON 460,257,92,101,43,10,4,1,0,A
ECON 461,328,71,65,74,66,42,3,5,B
ECON/A A E/INTL BUS 462,541,273,125,81,28,12,8,7,A
ECON 464,2882,583,480,899,426,335,59,53,BC
ECON 465,236,59,83,46,19,5,0,3,B
ECON/HISTORY 466,185,48,43,62,5,9,0,0,B
ECON 467,1289,288,198,401,194,133,32,32,BC
ECON 468,892,258,189,202,105,91,14,25,B
ECON/A A E 473,314,105,65,63,37,19,7,6,B
ECON/A A E 474,908,393,193,151,74,63,15,7,B
ECON 475,582,224,108,138,53,36,2,4,B
ECON/A A E 477,426,142,110,87,34,20,14,11,B
ECON/FINANCE 503,342,303,18,16,0,4,0,1,A
ECON 521,1413,404,279,393,154,116,30,14,B
ECON 522,2507,549,469,809,352,259,40,22,B
ECON/PHILOS 524,146,56,40,23,14,4,2,2,B
ECON/A A E 526,78,24,20,11,7,7,1,0,B
ECON/R M I 530,117,45,34,25,8,4,0,1,B
ECON/A A E/F&W ECOL 531,265,74,73,73,19,19,1,0,B
ECON/POP HLTH/PUB AFFR 548,844,202,259,255,74,34,3,1,B
ECON 570,385,262,84,37,0,0,0,0,A
ECON 580,151,111,18,17,3,1,0,1,A
ECON 581,1,1,0,0,0,0,0,0,A
ECON 621,637,144,133,127,81,77,44,16,BC
ECON 623,104,28,28,27,9,10,0,0,B
ECON/REAL EST/URB R PL 641,6,6,0,0,0,0,0,0,A
ECON 661,58,34,7,9,3,3,0,1,A
ECON/SOC 663,402,152,115,83,30,11,3,4,B
ECON 664,18,11,4,2,0,1,0,0,A
ECON 666,331,137,53,74,28,28,2,6,B
ECON/A A E/ENVIR ST/URB R PL 671,505,240,104,83,25,33,6,1,B
ECON 681,0,0,0,0,0,0,0,0,
ECON 682,3,2,0,0,0,0,0,0,A
ECON 690,636,316,206,73,16,14,0,2,A
ECON 691,0,0,0,0,0,0,0,0,
ECON 692,0,0,0,0,0,0,0,0,
ECON 695,212,123,42,31,10,4,1,0,A
ECON 698,1,0,0,0,0,0,0,0,
ECON 699,50,50,0,0,0,0,0,0,A
ECON 700,875,426,239,180,20,2,0,1,A
ECON 701,990,456,370,146,5,2,1,0,A
ECON 702,815,288,284,189,15,12,1,3,A
ECON 703,629,347,152,90,15,4,1,0,A
ECON 704,1078,394,309,344,15,7,1,1,B
ECON 705,861,273,303,259,4,0,1,2,B
ECON 706,800,440,270,80,4,1,1,1,A
ECON 708,854,387,264,173,13,4,0,0,A
ECON 709,983,279,310,361,17,5,0,4,B
ECON 710,712,193,232,234,42,4,0,0,B
ECON 711,1038,244,254,449,57,21,2,1,B
ECON 712,797,222,246,232,66,20,0,4,B
ECON 713,671,150,150,302,45,10,0,3,B
ECON 714,514,153,173,152,28,5,0,1,B
ECON 715,317,219,70,21,0,1,0,0,A
ECON 716,100,84,12,2,0,0,0,0,A
ECON 717,105,78,20,3,0,0,0,0,A
ECON 718,224,105,81,27,1,0,0,0,A
ECON 719,34,24,7,0,0,0,0,0,A
ECON 721,43,23,8,8,2,2,0,0,A
ECON 724,42,23,17,0,0,1,0,1,A
ECON 725,140,62,57,20,1,0,0,0,A
ECON 730,52,35,9,6,0,1,0,0,A
ECON/PUB AFFR/URB R PL 734,82,17,31,31,2,0,0,0,B
ECON 735,177,171,1,4,0,0,0,0,A
ECON 736,37,37,0,0,0,0,0,0,A
ECON 741,197,152,21,4,0,0,0,0,A
ECON 742,82,57,14,6,0,0,0,0,A
ECON/A A E 747,15,14,0,0,0,0,0,0,A
ECON 750,208,101,70,30,1,1,0,0,A
ECON 751,156,94,26,14,0,0,0,0,A
ECON 761,237,176,37,13,3,0,0,0,A
ECON 762,73,49,14,4,0,1,0,0,A
ECON 770,249,148,86,15,0,0,0,0,A
ECON/GEN BUS/STAT 775,366,223,79,37,2,4,0,0,A
ECON 805,117,68,25,7,0,0,1,0,A
ECON 806,81,57,15,3,1,0,0,0,A
ECON 809,15,9,3,0,0,0,0,0,A
ECON 810,53,51,2,0,0,0,0,0,A
ECON/URB R PL 845,66,46,19,1,0,0,0,0,A
ECON/POP HLTH 848,90,66,21,0,0,0,0,0,A
ECON 871,115,92,13,8,0,0,0,0,A
ECON 872,96,51,24,13,1,1,0,1,A
ECON 873,7,7,0,0,0,0,0,0,A
ECON 899,627,464,91,31,1,3,0,0,A
ECON 901,226,220,0,0,0,0,0,0,A
ECON 902,187,169,0,0,0,0,0,0,A
ECON 903,356,287,0,0,0,0,0,1,A
ECON 904,295,266,0,0,0,0,0,1,A
ECON 913,137,110,4,0,0,0,0,0,A
ECON 914,120,96,0,0,0,0,0,0,A
ECON/ANTHRO/C&E SOC/SOC 925,86,43,10,0,0,0,0,0,A
ECON 955,347,253,0,0,0,0,0,0,A
ECON 956,278,164,0,0,0,0,0,0,A
ECON/LAW 961,6,5,0,1,0,0,0,0,A
ECON 965,413,361,0,0,0,0,0,0,A
ECON 966,317,264,0,0,0,0,0,0,A
ECON 968,310,193,1,0,0,0,0,0,A
ECON 969,257,150,0,0,0,0,0,0,A
ECON 977,159,57,0,0,0,0,0,0,A
ECON 978,132,130,0,0,1,0,0,0,A
ECON/AFRICAN/ANTHRO/GEOG/HISTORY/POLI SCI 983,15,6,6,1,0,0,0,0,A
ECON 990,14,0,0,0,0,0,0,0,
ECON 999,5,5,0,0,0,0,0,0,A
ELPA/COUN PSY 350,107,100,2,2,0,2,0,1,A
ELPA 502,865,708,55,27,18,8,5,6,A
ELPA/ED POL 542,91,78,5,1,2,1,0,0,A
ELPA 600,0,0,0,0,0,0,0,0,
ELPA 640,56,49,4,0,0,1,0,0,A
ELPA 700,261,224,7,3,0,0,0,0,A
ELPA 701,786,543,176,39,4,1,0,3,A
ELPA 702,279,273,0,2,1,0,0,0,A
ELPA 703,133,123,4,2,0,0,0,0,A
ELPA 710,197,136,48,8,1,0,0,0,A
ELPA 715,309,192,82,17,3,1,0,1,A
ELPA/COUN PSY/CURRIC/ED POL/ED PSYCH/RP & SE 719,538,487,32,3,1,0,0,0,A
ELPA 725,577,451,97,15,1,0,0,1,A
ELPA 726,65,55,5,1,0,0,0,0,A
ELPA 735,205,172,4,6,0,0,0,0,A
ELPA 736,325,250,55,12,0,0,0,1,A
ELPA/CURRIC 746,81,60,6,9,0,1,0,0,A
ELPA 750,115,108,2,0,0,1,0,0,A
ELPA 751,76,70,3,0,0,0,0,0,A
ELPA 752,577,451,97,15,1,0,0,1,A
ELPA 753,115,108,2,0,0,1,0,0,A
ELPA 754,60,50,4,1,0,0,0,0,A
ELPA 755,72,64,1,0,0,0,0,0,A
ELPA/ED POL/PUB AFFR 765,105,68,24,7,0,2,0,0,A
ELPA/INTER-HE 770,124,108,2,9,0,0,0,0,A
ELPA 777,147,114,18,3,1,0,0,1,A
ELPA/ED PSYCH 780,93,81,5,2,1,1,1,0,A
ELPA/COUN PSY/CURRIC/ED POL/ED PSYCH/RP & SE 788,219,193,3,3,0,0,0,0,A
ELPA/COUN PSY/CURRIC/ED POL/ED PSYCH/RP & SE 789,144,129,3,1,0,0,1,0,A
ELPA 810,207,197,4,0,1,0,0,0,A
ELPA 815,22,22,0,0,0,0,0,0,A
ELPA/ED PSYCH 822,244,200,19,14,2,2,0,1,A
ELPA 823,16,15,0,0,0,0,0,0,A
ELPA 824,296,285,10,1,0,0,0,0,A
ELPA 825,302,254,17,3,0,0,0,1,A
ELPA/ED PSYCH 827,154,125,15,2,0,0,0,1,A
ELPA/ED POL/PUB AFFR 830,186,161,16,5,0,0,0,0,A
ELPA 831,191,124,34,18,4,5,1,2,A
ELPA 832,26,22,1,0,0,0,0,1,A
ELPA/RP & SE 835,64,55,0,0,0,0,0,0,A
ELPA 840,465,373,57,10,2,3,0,1,A
ELPA 841,280,229,25,10,0,0,0,1,A
ELPA/ED POL/ED PSYCH/RP & SE 842,100,85,8,3,0,0,0,0,A
ELPA 844,167,162,2,0,0,0,0,0,A
ELPA 845,315,293,9,2,1,0,0,1,A
ELPA 846,152,144,0,0,0,0,0,0,A
ELPA 847,233,194,28,4,0,0,0,0,A
ELPA 848,174,150,15,1,0,0,0,1,A
ELPA 856,152,144,0,0,0,0,0,0,A
ELPA 860,205,188,1,0,0,0,0,0,A
ELPA 863,203,184,8,4,0,0,0,0,A
ELPA 870,472,385,58,10,3,1,0,2,A
ELPA 875,289,272,3,1,0,0,0,0,A
ELPA 878,81,79,0,1,0,0,0,0,A
ELPA 880,161,150,9,1,0,0,0,0,A
ELPA 881,327,308,13,2,0,0,0,1,A
ELPA 882,37,37,0,0,0,0,0,0,A
ELPA 883,157,140,12,3,0,0,0,1,A
ELPA 885,43,43,0,0,0,0,0,0,A
ELPA 886,111,110,0,0,0,0,0,0,A
ELPA 887,143,126,9,4,1,1,0,0,A
ELPA 888,217,206,8,2,0,0,0,1,A
ELPA 890,11,11,0,0,0,0,0,0,A
ELPA 900,224,181,1,0,0,1,0,0,A
ELPA 910,197,136,48,8,1,0,0,0,A
ELPA 911,17,17,0,0,0,0,0,0,A
ELPA 940,2177,1866,163,32,7,0,0,1,A
ELPA 960,30,26,2,1,0,1,0,0,A
ELPA 961,29,22,5,2,0,0,0,0,A
ELPA 965,29,21,5,1,1,0,0,0,A
ELPA 990,1745,0,0,0,0,0,0,0,
ELPA 999,350,285,9,4,2,0,0,0,A
ED POL/HISTORY 107,195,92,36,27,15,8,3,1,B
ED POL 112,8,3,1,0,0,0,0,0,A
ED POL 140,337,283,28,11,5,4,0,0,A
ED POL/HISTORY 143,88,53,24,1,5,3,1,1,A
ED POL 145,132,91,18,6,6,3,2,5,A
ED POL 150,1656,1197,282,102,31,11,2,4,A
ED POL 180,1656,1197,282,102,31,11,2,4,A
ED POL 197,15,13,1,1,0,0,0,0,A
ED POL 200,515,329,112,52,13,6,2,0,A
ED POL 202,90,66,9,9,0,0,0,2,A
ED POL 203,73,47,17,5,1,3,0,0,A
ED POL 205,15,11,0,1,1,0,0,0,A
ED POL 209,73,47,17,5,1,3,0,0,A
ED POL 210,1092,972,74,29,3,3,3,3,A
ED POL 212,181,169,4,3,2,0,1,0,A
ED POL/INTL ST 220,44,38,5,0,0,0,0,1,A
ED POL 237,111,100,2,1,0,1,0,0,A
ED POL 240,513,436,46,20,5,1,0,1,A
ED POL 260,44,38,5,0,0,0,0,1,A
ED POL 274,384,227,76,32,7,9,4,8,A
ED POL 300,3914,2870,675,243,37,38,5,12,A
ED POL 305,72,62,6,1,2,0,0,0,A
ED POL 309,72,62,6,1,2,0,0,0,A
ED POL 320,229,204,14,6,0,2,0,0,A
ED POL/INTL ST 335,846,440,234,98,31,15,3,5,A
ED POL 345,72,62,6,1,2,0,0,0,A
ED POL 350,18,15,3,0,0,0,0,0,A
ED POL 399,0,0,0,0,0,0,0,0,
ED POL/HISTORY 412,3935,1472,1219,708,246,124,43,32,B
ED POL 420,24,20,1,1,0,1,0,0,A
ED POL 423,24,20,1,1,0,1,0,0,A
ED POL 435,846,440,234,98,31,15,3,5,A
ED POL 450,40,31,6,0,0,0,1,0,A
ED POL 460,188,73,59,46,3,1,2,1,A
ED POL/HISTORY 478,158,69,38,25,9,6,2,1,B
ED POL 500,265,183,54,20,3,2,1,0,A
ED POL 501,7,7,0,0,0,0,0,0,A
ED POL 505,385,256,66,38,8,2,0,0,A
ED POL 510,78,41,16,11,3,2,1,0,A
ED POL/CURRIC/HISTORY/JEWISH 515,415,277,94,26,7,7,0,1,A
ED POL/CURRIC/RELIG ST 516,38,24,5,3,0,1,0,0,A
ED POL 518,110,60,28,10,3,2,1,1,A
ED POL/ELPA 542,91,78,5,1,2,1,0,0,A
ED POL/PHILOS 545,147,86,39,9,1,2,0,3,A
ED POL/PHILOS 550,101,45,42,8,0,0,0,2,A
ED POL/GEN&WS 560,391,290,57,17,8,3,5,2,A
ED POL/AFROAMER 567,127,63,38,6,5,0,4,0,A
ED POL/ANTHRO 570,507,315,114,51,8,4,2,1,A
ED POL 575,133,98,21,5,1,1,1,1,A
ED POL 595,45,45,0,0,0,0,0,0,A
ED POL 600,524,367,97,24,11,2,2,0,A
ED POL 601,7,6,1,0,0,0,0,0,A
ED POL 602,0,0,0,0,0,0,0,0,
ED POL 603,7,6,1,0,0,0,0,0,A
ED POL 605,7,6,1,0,0,0,0,0,A
ED POL 606,7,6,1,0,0,0,0,0,A
ED POL/HISTORY 612,8,3,1,0,0,0,0,0,A
ED POL/HISTORY 622,74,42,17,3,4,4,1,1,A
ED POL/SOC 648,533,365,97,44,6,6,1,2,A
ED POL/HISTORY 665,42,20,11,3,2,2,0,1,A
ED POL 675,163,99,40,11,1,1,0,0,A
ED POL 699,1,1,0,0,0,0,0,0,A
ED POL 701,0,0,0,0,0,0,0,0,
ED POL/AFROAMER/HISTORY 712,17,16,1,0,0,0,0,0,A
ED POL/HISTORY 713,21,11,6,2,0,0,0,1,A
ED POL/COUN PSY/CURRIC/ED PSYCH/ELPA/RP & SE 719,538,487,32,3,1,0,0,0,A
ED POL 725,577,451,97,15,1,0,0,1,A
ED POL 743,13,13,0,0,0,0,0,0,A
ED POL 745,10,10,0,0,0,0,0,0,A
ED POL 750,26,12,8,2,0,0,0,0,A
ED POL/C&E SOC/SOC 755,49,41,6,1,0,0,0,0,A
ED POL 760,86,78,7,0,0,0,0,0,A
ED POL 761,30,24,3,0,0,0,0,0,A
ED POL/ELPA/PUB AFFR 765,105,68,24,7,0,2,0,0,A
ED POL 780,635,485,84,16,0,1,0,2,A
ED POL/COUN PSY/CURRIC/ED PSYCH/ELPA/RP & SE 788,219,193,3,3,0,0,0,0,A
ED POL/COUN PSY/CURRIC/ED PSYCH/ELPA/RP & SE 789,144,129,3,1,0,0,1,0,A
ED POL/GEN&WS/PUB AFFR 805,22,13,7,1,0,0,0,0,A
ED POL 810,51,48,0,0,0,0,0,0,A
ED POL/ELPA/PUB AFFR 830,186,161,16,5,0,0,0,0,A
ED POL/ED PSYCH/ELPA/RP & SE 842,100,85,8,3,0,0,0,0,A
ED POL/CURRIC 855,96,79,4,0,0,1,0,0,A
ED POL 860,46,41,2,0,0,0,0,0,A
ED POL 870,62,49,7,1,0,0,0,0,A
ED POL/HISTORY 903,37,23,8,0,0,0,0,0,A
ED POL/HISTORY 906,126,96,23,2,0,0,0,0,A
ED POL/HISTORY 907,24,23,0,0,0,0,0,0,A
ED POL/SOC 908,49,24,16,0,0,0,0,0,A
ED POL 911,71,64,2,0,0,1,0,0,A
ED POL/SOC 955,188,148,23,6,0,0,0,0,A
ED POL 962,84,75,2,1,1,0,0,0,A
ED POL/CURRIC 963,0,0,0,0,0,0,0,0,
ED POL/ANTHRO 970,94,71,17,1,0,0,0,1,A
ED POL 990,382,0,0,0,0,0,0,0,
ED POL 999,14,8,0,0,0,0,0,0,A
ED PSYCH/ASIAN/COUN PSY/PSYCH 120,955,511,287,93,32,17,6,7,A
ED PSYCH 215,28,24,1,0,0,0,0,0,A
ED PSYCH 301,9464,6387,1682,790,317,142,50,21,A
ED PSYCH 320,6644,3426,1502,935,388,256,57,30,A
